hand,timestamp,FC3,FC4,C3,C4,CP3,CP4,FCz,Pz
Left,2025-10-28 18:44:25,"[-48921.89, -49263.914, -48271.05, -47759.777, -48692.582, -49266.44, -48408.38, -47653.516, -48432.7, -49204.55]","[-67244.06, -67089.37, -66616.29, -66720.445, -67198.28, -67154.56, -66678.74, -66648.34, -67143.39, -67211.92]","[-88777.75, -88839.336, -88981.42, -88937.66, -88791.91, -88818.44, -88966.58, -88965.82, -88811.234, -88803.055]","[-85215.29, -85171.99, -85188.195, -85238.06, -85223.38, -85175.7, -85180.35, -85235.41, -85232.43, -85183.484]","[-88104.63, -88175.06, -88325.13, -88272.266, -88117.1, -88150.516, -88309.62, -88304.43, -88139.66, -88137.96]","[-93141.016, -93185.36, -93307.24, -93276.29, -93152.26, -93167.48, -93294.7, -93303.06, -93169.086, -93157.47]","[-72490.64, -72290.37, -71809.72, -71960.1, -72456.11, -72372.734, -71871.79, -71885.2, -72403.49, -72433.31]","[-87987.06, -87945.375, -87968.4, -88024.14, -88005.66, -87954.02, -87964.086, -88022.6, -88018.51, -87964.93]"
Left,2025-10-28 18:44:25,"[-48566.34, -47635.008, -48184.75, -49111.836, -48709.035, -47655.91, -47961.12, -48990.688, -48831.656, -47734.99]","[-66756.59, -66591.97, -67059.93, -67244.016, -66836.03, -66557.62, -66976.6, -67263.086, -66935.63, -66562.76]","[-88949.64, -88984.555, -88839.6, -88793.734, -88932.2, -88998.74, -88869.4, -88788.98, -88916.13, -89005.875]","[-85175.73, -85220.43, -85235.61, -85189.07, -85167.88, -85208.07, -85238.4, -85196.85, -85178.01, -85206.73]","[-88296.3, -88326.25, -88168.67, -88124.14, -88274.055, -88340.555, -88197.88, -88116.27, -88253.805, -88345.586]","[-93281.02, -93311.07, -93187.58, -93141.17, -93254.695, -93318.33, -93211.83, -93141.51, -93247.34, -93325.89]","[-71946.625, -71820.516, -72320.66, -72479.664, -72033.55, -71780.99, -72240.99, -72510.94, -72130.445, -71779.41]","[-87959.14, -88009.836, -88020.86, -87971.59, -87956.51, -88000.07, -88023.94, -87976.84, -87962.3, -87998.51]"
Left,2025-10-28 18:44:25,"[-47775.066, -48833.242, -48954.434, -47872.297, -47591.47, -48611.535, -48986.55, -48020.645, -47509.24, -48433.684]","[-66896.83, -67272.49, -67031.72, -66591.59, -66808.445, -67253.07, -67122.445, -66660.14, -66751.63, -67229.195]","[-88900.734, -88792.87, -88887.45, -89014.8, -88942.22, -88802.79, -88863.516, -89006.055, -88968.34, -88819.77]","[-85249.69, -85217.63, -85184.914, -85211.78, -85266.41, -85238.914, -85197.516, -85213.32, -85263.63, -85248.055]","[-88227.39, -88115.0, -88220.34, -88354.19, -88271.445, -88127.05, -88197.73, -88350.45, -88304.414, -88145.69]","[-93243.79, -93149.33, -93224.14, -93337.51, -93285.945, -93165.78, -93211.22, -93334.23, -93307.555, -93180.31]","[-72161.42, -72532.91, -72247.43, -71811.73, -72073.71, -72516.305, -72331.2, -71857.1, -71997.02, -72492.61]","[-88033.22, -87993.52, -87960.46, -87994.77, -88045.84, -88013.37, -87975.016, -88003.24, -88055.97, -88036.52]"
Left,2025-10-28 18:44:25,"[-49034.16, -48190.742, -47410.26, -48173.22, -48978.617, -48363.008, -47424.164, -47971.402, -48919.832, -48525.19]","[-67192.09, -66706.26, -66658.625, -67154.56, -67243.52, -66801.45, -66636.336, -67107.67, -67298.35, -66900.49]","[-88842.73, -88994.01, -88997.43, -88847.18, -88841.75, -88995.234, -89034.95, -88894.23, -88844.875, -88989.36]","[-85199.64, -85202.21, -85252.62, -85254.07, -85210.33, -85212.766, -85267.81, -85289.766, -85240.75, -85230.87]","[-88174.234, -88335.57, -88330.09, -88165.586, -88163.7, -88330.23, -88368.74, -88215.875, -88169.85, -88328.87]","[-93194.34, -93321.125, -93326.4, -93195.4, -93182.34, -93314.69, -93358.66, -93241.17, -93192.72, -93314.35]","[-72413.77, -71907.22, -71906.14, -72429.016, -72483.76, -72008.11, -71873.94, -72374.97, -72541.96, -72101.07]","[-87982.68, -87989.695, -88044.91, -88042.336, -87993.21, -87996.16, -88051.03, -88064.51, -88012.09, -88003.0]"
Left,2025-10-28 18:44:25,"[-47459.703, -47753.094, -48793.992, -48702.527, -47621.35, -47622.426, -48703.29, -48847.637, -47780.652, -47492.43]","[-66608.625, -67015.805, -67308.63, -66986.79, -66608.4, -66930.89, -67311.336, -67078.44, -66640.3, -66850.85]","[-89052.164, -88920.625, -88834.44, -88942.086, -89051.18, -88950.086, -88831.375, -88929.9, -89054.11, -88983.03]","[-85267.93, -85298.19, -85254.6, -85220.48, -85259.66, -85306.77, -85266.45, -85236.68, -85259.586, -85309.32]","[-88392.3, -88248.6, -88161.12, -88279.94, -88391.0, -88277.39, -88153.11, -88260.31, -88388.74, -88306.65]","[-93371.26, -93264.734, -93185.83, -93272.29, -93372.984, -93293.52, -93187.35, -93267.08, -93376.29, -93324.5]","[-71839.53, -72292.09, -72570.055, -72198.86, -71833.48, -72199.58, -72575.96, -72292.38, -71856.73, -72113.766]","[-88046.12, -88072.734, -88024.01, -87992.65, -88033.17, -88073.67, -88031.83, -88003.42, -88032.91, -88084.695]"
Left,2025-10-28 18:44:25,"[-48510.797, -48921.754, -47953.59, -47395.51, -48305.094, -48944.4, -48173.797, -47386.19, -48120.668, -48936.797]","[-67291.89, -67163.44, -66686.81, -66762.47, -67242.38, -67221.914, -66750.96, -66696.13, -67189.08, -67281.48]","[-88844.92, -88901.13, -89044.586, -89010.55, -88859.27, -88871.56, -89023.4, -89036.164, -88886.875, -88866.445]","[-85275.8, -85231.586, -85246.18, -85300.6, -85285.31, -85232.21, -85237.04, -85300.65, -85306.59, -85254.13]","[-88161.36, -88226.96, -88378.8, -88336.87, -88176.734, -88196.41, -88360.695, -88370.95, -88210.84, -88194.195]","[-93201.234, -93241.734, -93364.84, -93343.43, -93213.66, -93216.07, -93347.164, -93369.31, -93245.016, -93219.42]","[-72563.33, -72388.38, -71901.336, -72020.72, -72521.375, -72466.01, -71972.98, -71959.34, -72478.59, -72534.336]","[-88053.695, -88005.28, -88022.49, -88075.53, -88059.64, -88004.74, -88014.734, -88079.086, -88081.09, -88024.836]"
Left,2025-10-28 18:44:25,"[-48349.395, -47382.95, -47923.504, -48889.746, -48555.387, -47492.16, -47761.297, -48828.527, -48741.824, -47647.84]","[-66843.43, -66663.54, -67130.76, -67336.016, -66952.39, -66654.51, -67061.36, -67368.94, -67050.36, -66664.66]","[-89020.83, -89070.36, -88920.54, -88875.43, -89012.2, -89093.56, -88963.03, -88871.14, -88991.03, -89096.18]","[-85251.5, -85305.586, -85318.87, -85277.36, -85264.46, -85307.195, -85341.484, -85299.016, -85271.15, -85304.336]","[-88359.11, -88404.66, -88241.38, -88197.234, -88345.25, -88426.766, -88282.69, -88189.12, -88319.5, -88429.24]","[-93347.3, -93394.95, -93269.6, -93224.234, -93339.72, -93415.36, -93311.67, -93230.29, -93324.97, -93420.57]","[-72057.29, -71915.53, -72421.06, -72598.805, -72164.44, -71887.48, -72335.19, -72627.164, -72260.82, -71884.75]","[-88024.45, -88085.56, -88096.92, -88050.83, -88039.19, -88088.27, -88114.4, -88064.6, -88040.99, -88081.945]"
Left,2025-10-28 18:44:25,"[-47634.94, -48702.082, -48861.227, -47799.52, -47512.367, -48545.688, -48977.387, -48027.574, -47463.414, -48366.156]","[-66977.02, -67362.19, -67135.41, -66689.76, -66884.016, -67331.836, -67214.555, -66739.31, -66808.96, -67294.125]","[-88993.695, -88877.17, -88970.336, -89092.42, -89017.81, -88881.555, -88938.086, -89083.34, -89050.2, -88901.36]","[-85347.234, -85309.1, -85275.8, -85297.164, -85344.125, -85321.28, -85279.195, -85293.72, -85347.61, -85338.71]","[-88315.61, -88194.64, -88299.25, -88428.914, -88344.375, -88202.15, -88267.28, -88422.32, -88380.85, -88225.04]","[-93340.75, -93236.62, -93311.42, -93421.87, -93366.14, -93248.21, -93289.12, -93414.445, -93393.86, -93267.836]","[-72241.77, -72624.484, -72347.945, -71901.18, -72145.4, -72603.54, -72435.25, -71943.47, -72063.055, -72565.516]","[-88122.29, -88080.38, -88046.07, -88072.445, -88113.17, -88086.055, -88043.74, -88063.34, -88115.07, -88099.89]"
Left,2025-10-28 18:44:25,"[-49008.3, -48206.008, -47413.215, -48160.188, -49012.816, -48439.83, -47482.055, -48005.086, -48956.2, -48618.82]","[-67281.92, -66805.14, -66742.04, -67230.85, -67335.93, -66898.34, -66706.45, -67168.53, -67372.0, -66983.375]","[-88917.19, -89071.836, -89074.02, -88923.78, -88902.74, -89059.03, -89100.67, -88962.31, -88908.555, -89037.86]","[-85289.695, -85294.125, -85347.836, -85346.914, -85295.195, -85295.69, -85341.664, -85363.234, -85315.65, -85293.32]","[-88250.14, -88417.78, -88415.836, -88253.445, -88237.58, -88406.734, -88444.76, -88293.21, -88239.97, -88380.97]","[-93274.586, -93408.07, -93418.83, -93288.18, -93262.48, -93396.14, -93435.52, -93319.83, -93267.44, -93370.66]","[-72510.11, -72007.69, -71987.26, -72503.96, -72578.95, -72104.16, -71950.24, -72447.15, -72630.18, -72205.99]","[-88047.97, -88054.07, -88110.4, -88110.15, -88056.44, -88060.87, -88114.13, -88131.12, -88081.01, -88063.52]"
Left,2025-10-28 18:44:25,"[-47577.945, -47830.79, -48861.85, -48805.37, -47703.81, -47652.062, -48708.586, -48890.285, -47842.21, -47511.695]","[-66683.88, -67080.54, -67385.73, -67082.7, -66695.195, -66998.39, -67384.5, -67168.195, -66720.56, -66906.46]","[-89110.95, -88989.65, -88902.7, -89013.01, -89126.93, -89027.16, -88904.914, -88991.17, -89118.39, -89053.15]","[-85332.79, -85369.0, -85329.33, -85299.555, -85338.11, -85380.516, -85343.79, -85310.1, -85326.17, -85377.9]","[-88454.62, -88321.17, -88232.84, -88354.57, -88472.12, -88360.96, -88234.72, -88334.12, -88469.75, -88393.484]","[-93437.805, -93342.83, -93265.72, -93354.72, -93458.836, -93379.87, -93272.58, -93344.75, -93454.92, -93407.9]","[-71928.67, -72360.58, -72648.58, -72295.96, -71920.516, -72269.9, -72662.26, -72401.19, -71954.266, -72185.23]","[-88106.35, -88135.875, -88090.59, -88062.164, -88104.68, -88142.67, -88097.92, -88063.125, -88092.0, -88141.89]"
Left,2025-10-28 18:44:25,"[-48534.758, -48985.613, -48052.586, -47456.934, -48345.863, -49021.867, -48265.418, -47449.355, -48159.09, -49016.3]","[-67362.81, -67251.055, -66774.875, -66830.62, -67314.516, -67315.23, -66846.94, -66770.02, -67256.35, -67373.836]","[-88910.836, -88961.95, -89106.81, -89081.89, -88927.22, -88937.32, -89093.23, -89110.39, -88964.57, -88943.02]","[-85353.0, -85309.45, -85323.0, -85380.984, -85366.92, -85316.66, -85322.84, -85379.06, -85386.97, -85338.49]","[-88243.32, -88303.85, -88459.84, -88428.22, -88263.59, -88280.12, -88448.24, -88459.69, -88302.11, -88283.516]","[-93284.13, -93321.59, -93450.54, -93439.1, -93303.31, -93304.23, -93437.69, -93458.88, -93335.766, -93308.164]","[-72648.4, -72486.414, -72000.76, -72105.055, -72606.625, -72565.66, -72072.664, -72040.88, -72555.77, -72637.41]","[-88110.195, -88062.34, -88082.8, -88142.45, -88125.98, -88073.0, -88081.74, -88143.81, -88145.76, -88092.74]"
Left,2025-10-28 18:44:25,"[-48467.387, -47482.816, -47973.48, -48949.582, -48627.918, -47563.215, -47790.89, -48829.89, -48773.99, -47678.395]","[-66944.055, -66741.88, -67197.99, -67415.41, -67036.46, -66724.41, -67115.9, -67432.11, -67133.016, -66735.31]","[-89097.02, -89145.4, -89002.79, -88947.43, -89081.02, -89159.5, -89035.875, -88950.17, -89060.15, -89165.31]","[-85338.16, -85386.57, -85403.6, -85356.53, -85340.77, -85378.5, -85409.86, -85374.48, -85347.21, -85375.664]","[-88449.41, -88494.47, -88336.016, -88280.74, -88425.78, -88504.82, -88367.266, -88279.375, -88401.51, -88509.664]","[-93439.836, -93488.695, -93365.18, -93309.08, -93421.1, -93493.34, -93393.59, -93319.67, -93408.21, -93499.67]","[-72166.56, -71994.945, -72486.15, -72681.57, -72261.38, -71974.0, -72404.72, -72705.76, -72362.586, -71983.1]","[-88091.6, -88142.96, -88157.2, -88104.3, -88088.875, -88132.8, -88162.12, -88118.13, -88090.93, -88127.164]"
Left,2025-10-28 18:44:25,"[-47596.297, -48650.492, -48884.316, -47821.47, -47470.188, -48488.668, -48960.47, -48022.77, -47409.973, -48291.727]","[-67025.055, -67421.22, -67216.99, -66762.336, -66943.79, -67403.63, -67304.27, -66830.42, -66878.09, -67360.47]","[-89075.836, -88946.69, -89023.49, -89162.38, -89093.16, -88950.29, -88995.98, -89145.086, -89118.04, -88967.09]","[-85424.766, -85389.48, -85350.07, -85376.82, -85426.58, -85403.96, -85358.766, -85375.484, -85434.13, -85423.83]","[-88408.68, -88276.336, -88364.47, -88511.164, -88430.695, -88282.51, -88338.164, -88499.36, -88466.73, -88307.695]","[-93431.12, -93319.31, -93380.734, -93505.35, -93453.56, -93329.91, -93364.71, -93498.17, -93487.086, -93359.19]","[-72322.4, -72719.21, -72462.21, -72002.7, -72227.29, -72695.54, -72545.805, -72050.336, -72145.89, -72654.62]","[-88170.86, -88130.94, -88087.266, -88117.305, -88165.65, -88136.305, -88090.46, -88112.41, -88170.86, -88158.61]"
Left,2025-10-28 18:44:25,"[-48973.656, -48210.32, -47389.43, -48105.09, -48967.934, -48429.145, -47435.117, -47887.07, -48858.723, -48584.914]","[-67363.58, -66895.51, -66808.41, -67294.305, -67413.22, -66980.22, -66768.44, -67219.81, -67445.516, -67075.555]","[-88977.89, -89136.73, -89147.81, -88996.98, -88974.54, -89123.086, -89169.29, -89032.79, -88973.625, -89097.54]","[-85368.89, -85375.305, -85425.414, -85429.98, -85383.195, -85376.664, -85422.35, -85447.43, -85405.91, -85381.984]","[-88326.09, -88497.84, -88505.13, -88343.414, -88326.41, -88488.9, -88534.68, -88384.63, -88325.24, -88460.11]","[-93358.45, -93492.43, -93506.49, -93377.164, -93351.75, -93479.89, -93528.1, -93415.56, -93360.42, -93462.21]","[-72624.08, -72131.65, -72093.36, -72607.336, -72691.2, -72219.83, -72043.18, -72534.74, -72745.23, -72332.75]","[-88104.81, -88116.81, -88171.69, -88172.85, -88124.836, -88122.85, -88173.875, -88192.43, -88144.15, -88121.414]"
Left,2025-10-28 18:44:25,"[-47500.99, -47685.75, -48749.49, -48741.668, -47644.734, -47526.29, -48587.395, -48814.98, -47779.336, -47385.297]","[-66754.85, -67140.08, -67465.27, -67173.27, -66771.79, -67054.61, -67456.24, -67255.93, -66803.484, -66967.26]","[-89183.93, -89061.17, -88962.54, -89075.03, -89197.99, -89106.33, -88972.8, -89056.81, -89190.14, -89132.21]","[-85422.69, -85459.305, -85414.53, -85387.24, -85425.44, -85471.195, -85429.58, -85392.65, -85416.97, -85473.0]","[-88547.6, -88411.7, -88310.0, -88433.09, -88559.375, -88455.22, -88316.55, -88410.41, -88552.18, -88484.45]","[-93543.37, -93444.26, -93352.484, -93442.72, -93552.89, -93480.18, -93362.34, -93428.86, -93545.984, -93506.914]","[-72029.46, -72455.93, -72772.23, -72436.234, -72046.4, -72374.91, -72775.31, -72526.516, -72072.24, -72279.44]","[-88164.87, -88195.06, -88145.31, -88118.555, -88162.43, -88208.55, -88164.47, -88126.85, -88155.414, -88207.27]"
Left,2025-10-28 18:44:25,"[-48376.125, -48875.777, -47951.734, -47319.85, -48192.418, -48891.96, -48160.59, -47319.402, -47991.633, -48872.18]","[-67427.1, -67336.82, -66859.74, -66897.25, -67382.28, -67398.84, -66936.52, -66840.14, -67325.84, -67456.805]","[-88980.17, -89021.055, -89176.84, -89146.71, -88996.734, -89004.4, -89157.58, -89178.86, -89032.38, -89004.94]","[-85443.92, -85394.195, -85408.01, -85457.11, -85446.83, -85396.83, -85399.49, -85458.74, -85471.39, -85425.71]","[-88323.66, -88372.18, -88538.55, -88500.97, -88339.93, -88353.92, -88519.79, -88537.02, -88378.98, -88354.88]","[-93373.07, -93398.51, -93533.805, -93515.56, -93385.586, -93382.26, -93514.086, -93541.96, -93420.37, -93392.61]","[-72746.62, -72608.5, -72110.55, -72192.445, -72701.24, -72679.18, -72183.305, -72124.07, -72637.58, -72736.914]","[-88172.76, -88118.445, -88136.55, -88186.195, -88168.375, -88116.586, -88124.28, -88183.484, -88193.28, -88143.234]"
Left,2025-10-28 18:44:25,"[-48333.234, -47325.1, -47769.21, -48775.44, -48514.887, -47417.594, -47588.605, -48651.164, -48661.848, -47563.574]","[-67031.336, -66815.31, -67265.02, -67508.26, -67140.55, -66812.516, -67191.53, -67523.7, -67239.26, -66829.414]","[-89161.06, -89210.64, -89073.06, -89007.89, -89141.15, -89232.97, -89113.52, -89015.484, -89121.66, -89240.26]","[-85427.49, -85474.66, -85499.375, -85455.88, -85431.945, -85474.5, -85514.22, -85475.89, -85445.914, -85474.34]","[-88523.62, -88571.445, -88419.74, -88355.26, -88500.125, -88592.39, -88460.43, -88360.29, -88477.62, -88600.62]","[-93528.414, -93578.06, -93463.73, -93403.266, -93510.47, -93594.484, -93499.23, -93413.04, -93498.4, -93601.28]","[-72271.484, -72086.74, -72579.6, -72799.52, -72389.63, -72089.2, -72513.51, -72834.52, -72504.945, -72104.0]","[-88147.055, -88200.09, -88217.46, -88168.375, -88152.46, -88204.09, -88238.36, -88195.89, -88165.05, -88203.07]"
Left,2025-10-28 18:44:25,"[-47443.746, -48507.02, -48777.9, -47728.35, -47329.75, -48330.617, -48818.535, -47918.99, -47283.617, -48137.992]","[-67104.23, -67515.19, -67329.76, -66868.33, -67024.92, -67491.09, -67404.34, -66929.414, -66949.78, -67435.37]","[-89144.52, -89021.234, -89101.56, -89241.33, -89177.16, -89031.78, -89076.75, -89213.766, -89191.82, -89041.28]","[-85516.34, -85484.72, -85446.85, -85469.586, -85517.82, -85496.3, -85453.85, -85456.71, -85506.35, -85499.16]","[-88493.484, -88364.695, -88456.05, -88603.234, -88528.016, -88374.64, -88427.34, -88573.86, -88544.2, -88383.24]","[-93524.68, -93415.9, -93477.45, -93600.32, -93553.36, -93427.41, -93458.73, -93576.0, -93563.95, -93434.12]","[-72423.54, -72834.12, -72599.49, -72139.05, -72345.086, -72818.83, -72681.48, -72185.45, -72254.61, -72759.82]","[-88242.27, -88205.17, -88166.3, -88194.64, -88244.484, -88217.195, -88169.984, -88178.82, -88227.5, -88213.375]"
Left,2025-10-28 18:44:25,"[-48869.004, -48157.414, -47287.797, -47916.46, -48803.67, -48324.09, -47314.55, -47705.195, -48685.9, -48453.844]","[-67462.75, -66999.0, -66885.625, -67368.43, -67509.484, -67089.21, -66858.83, -67294.95, -67535.59, -67176.02]","[-89040.12, -89196.11, -89220.56, -89081.695, -89039.49, -89180.914, -89241.62, -89103.64, -89026.95, -89144.75]","[-85445.6, -85447.52, -85499.086, -85518.42, -85461.42, -85448.06, -85499.58, -85524.34, -85469.74, -85439.5]","[-88387.2, -88553.945, -88573.68, -88424.086, -88384.07, -88536.53, -88595.14, -88442.766, -88363.71, -88492.61]","[-93424.57, -93557.65, -93584.945, -93468.71, -93424.21, -93544.17, -93606.06, -93493.66, -93419.516, -93515.72]","[-72743.95, -72244.46, -72169.6, -72685.34, -72799.97, -72339.07, -72137.57, -72605.24, -72822.2, -72421.8]","[-88155.77, -88160.22, -88218.58, -88232.7, -88176.38, -88164.734, -88219.67, -88238.695, -88180.36, -88152.42]"
Left,2025-10-28 18:44:25,"[-47373.16, -47515.07, -48581.875, -48621.617, -47521.64, -47372.176, -48429.77, -48713.547, -47698.938, -47292.133]","[-66839.65, -67203.67, -67540.78, -67262.14, -66848.63, -67111.56, -67523.81, -67343.73, -66880.734, -67022.484]","[-89235.54, -89120.41, -89014.26, -89113.66, -89233.71, -89142.914, -89012.695, -89088.4, -89227.96, -89179.21]","[-85479.35, -85516.39, -85471.75, -85437.17, -85470.61, -85512.164, -85478.48, -85442.92, -85460.76, -85512.19]","[-88585.71, -88457.23, -88347.82, -88458.15, -88584.5, -88481.33, -88344.914, -88428.69, -88574.58, -88514.41]","[-93597.04, -93502.484, -93406.734, -93489.44, -93597.51, -93523.875, -93410.24, -93471.016, -93591.6, -93554.3]","[-72106.7, -72511.56, -72839.125, -72515.45, -72107.31, -72414.42, -72829.49, -72598.734, -72133.26, -72323.805]","[-88194.64, -88228.08, -88179.13, -88142.25, -88179.555, -88220.57, -88180.85, -88140.17, -88168.06, -88221.42]"
Left,2025-10-28 18:44:25,"[-48264.637, -48795.11, -47915.03, -47255.523, -48087.41, -48811.492, -48146.285, -47280.69, -47912.35, -48820.836]","[-67491.766, -67428.195, -66961.4, -66977.36, -67465.97, -67503.99, -67049.625, -66929.82, -67409.195, -67556.47]","[-89042.29, -89085.38, -89241.35, -89220.92, -89080.375, -89074.49, -89216.984, -89251.34, -89103.69, -89065.555]","[-85499.375, -85458.48, -85475.06, -85528.234, -85532.016, -85479.8, -85469.695, -85530.445, -85544.89, -85494.04]","[-88366.93, -88416.8, -88583.02, -88556.875, -88406.445, -88407.09, -88561.766, -88593.22, -88434.56, -88398.29]","[-93434.74, -93465.586, -93601.59, -93589.68, -93470.01, -93457.586, -93577.055, -93613.95, -93489.44, -93447.86]","[-72801.734, -72690.734, -72203.445, -72262.61, -72769.59, -72768.43, -72280.94, -72198.57, -72707.23, -72825.36]","[-88202.87, -88159.75, -88184.05, -88238.67, -88232.7, -88177.695, -88179.78, -88243.164, -88251.836, -88197.52]"
